trail,badlands,beach,boardwalk,botanical_garden,bridge,canal/natural,cemetery,cliff,coast,creek,dam,desert/sand,desert_road,driveway,farm,field,field_road,forest,forest_path,golf_course,highway,hot_spring,islet,japanese_garden,lagoon,lake/natural,lawn,marsh,mountain,mountain_path,ocean,orchard,picnic_area,pond,river,sky,swamp,swimming_hole,trench,valley,vineyard,waterfall,watering_hole,young_forest,elevation,length,cluster
Shore Road Greenway  Fort Hamilton to Owl's Head Park,0,0,0,0,0.569438092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000782414,0,0,0,0,0,0,0,0,0.005790313,0,0,0,0,0,0,0,0,0,0.001336722,0.012028302,2
Shoreline Walking Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012839508,0.008416409,0.585687659,0,0,0,0,0,0,0,0,0,0,0.013586664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235028,0.011320755,4
Shu Swamp Preserve Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35035907,0,0.079237792,0,0,0,0,0,0.201048891,0.203251597,0,0.396118532,0,0,0,0,0,0,0,0.000470056,0.003066038,3
Siamese Ponds Hike,0,0,0,0,0,0.08642797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140005791,0,0.041594492,0,0,0,0,0,0.112330882,0.324391022,0,0,0,0,0,0,0,0,0,0.022445172,0.030896226,3
Sierra and Freedom Trails,0,0,0,0,0.018081332,0,0,0,0,0,0,0,0,0,0,0,0,0.101070226,0.394491241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168612654,0.000661016,0.004481132,4
Silver Lake Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159214992,0.091211803,0,0,0,0,0,0,0,0,0,0.515056894,0,0,0,0,0.013631623,0.004481132,0
Silver Lake Preserve Trail,0,0,0,0,0,0,0,0,0,0.062823182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062451984,0,0.023875855,0,0,0,0,0,0.154172171,0.080806324,0,0,0,0,0,0,0,0,0,0.004950277,0.003773585,2
Silver Lake Trail,0,0,0,0,0,0,0,0,0,0.891486439,0,0,0,0,0,0,0,0.246769857,0.017326623,0,0,0,0,0,0,0,0,0,0,0.011028765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020858733,0.033018868,1
Six-Mile Creek Trail,0,0,0,0,0,0,0,0,0,0.330949545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011023335,0,0,0,0,0,0.280667216,0,0,0.214492722,0,0,0,0.125761038,0,0,0.000910733,0.003301887,1
Skinny Dip Falls Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148737835,0.274126818,0,0,0,0,0,0,0,0,0,0,0.041257443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003554798,0.002122642,4
Skyline Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601274231,0.417373179,0,0,0,0,0,0,0,0,0,0,0.031270442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010502813,0.005188679,4
Skytop,0,0,0,0,0,0,0,0,0,0,0,0.035573405,0.098266038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017940426,0,0,0,0,0,0,0,0,0,0.504717495,0,0,0,0,0.012999985,0.025471698,0
Skytop Reservoir and Lily Pond via Whitney Road and Skytop Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082977459,0,0.037005761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040516147,0,0,0,0,0,0,0,0,0,0.421025005,0.009871175,0.011792453,2
Slabsides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040046628,0,0.023396252,0,0,0,0,0,0.121179363,0,0,0.042163698,0,0,0,0,0,0,0.084849823,0.003363838,0.005188679,2
Sleeping Beauty Mountain and Lake George Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032053411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65622415,0,0,0,0,0.01916947,0.016037736,0
Sleeping Lion Trail,0,0,0,0,0.005032451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397424111,0,0,0,0,0,0,0.588682314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007653099,0.005660377,2
Slide Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059243451,0,0,0,0,0,0,0,0,0,0,0.096000929,0.093021472,0,0,0,0,0,0,0,0,0,0.128434648,0,0,0,0,0.026308445,0.015801887,2
Sloan Gorge Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650450169,0.234052051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020724914,0.001336722,0.003066038,4
Snow Mountain Trail,0,0,0,0,0,0,0,0,0,0.13526777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156101215,0.151605834,0,0,0,0,0,0,0,0,0,0.13057599,0,0,0,0,0.017289246,0.007075472,2
Snowmobile  Mud Pond  Trout Pond Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124765875,0,0.0094456,0,0,0,0,0,0,0.053404353,0.134696183,0,0,0,0.01194953,0,0,0,0,0.011854224,0.010849057,2
Snowmobile Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205171539,0,0,0.028541791,0,0,0,0,0,0.044815631,0.106227209,0,0,0,0,0,0,0,0.077740672,0,0.001101694,0.001886792,2
Snowy Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130745597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249648085,0,0,0,0.150308145,0.031317479,0.016745283,2
Sound View Dunes Park Forest Trail,0,0.6463245,0,0,0,0,0,0,0.759645638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425315158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000763841,0.003773585,5
South Beacon Mountain via Casino Trail (Red),0,0.020444394,0,0,0,0,0,0,0.130553111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078978513,0,0,0,0,0,0.091941206,0,0,0,0,0,0,0,0,0.176400746,0,0,0,0,0.020227096,0.008726415,2
South Beacon and Scofield Overlook via Casino Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081266824,0.069759157,0,0,0,0,0,0,0,0,0,0.121827978,0,0,0,0,0,0,0,0,0,0,0.201145179,0,0,0,0.153778303,0.023370595,0.0125,2
South Beacon and Sugarloaf Mountains Loop via the Breakneck Ridge and Wilkinson Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079959149,0.007686804,0,0,0,0,0.045683564,0.025943396,2
South Boquet Mountain via Wildway Lookout Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129175474,0,0,0,0,0,0,0,0,0,0.158453432,0.321683588,0,0,0,0,0,0,0,0,0,0.53534071,0,0,0,0,0.007462138,0.004245283,0
South County Trailway  Dobbs Ferry to Elmsford,0,0,0.030540011,0,0.103539973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002203387,0.02004717,2
South End of Lake George Tour,0,0,0,0,0,0,0,0,0,0,0.21980014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024074989,0,0,0,0,0,0,0,0,0.041844062,0,0,0,0,0,0,0,0,0,0.000572881,0.003773585,2
South Hill Recreation Way,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450036885,0,0,0.057044254,0,0.140256204,0,0,0,0,0,0,0,0,0,0,0.002430003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002262144,0.010849057,2
South Rim Trail (Jacksonville Road to Gorge Road),0,0,0,0,0,0,0,0,0,0.236632176,0,0,0,0,0,0,0,0,0,0,0,0.22074289,0,0,0,0,0,0,0.082329512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559421191,0.001336722,0.004009434,2
South Shore Nature Center,0,0,0.32167931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003182896,0.094303982,0,0,0,0,0,0,0,0,0,0,0.007652392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002122642,2
South Taconic Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070896712,0.051620584,0,0,0,0,0,0.63371414,0,0,0,0.377987876,0,0,0,0,0.040189785,0.030424528,0
South Taconic Trail-North,0,0,0,0,0,0,0,0,0,0,0,0,0.601377667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119300458,0.15549143,0,0,0,0,0,0,0,0,0,0.221609991,0,0,0,0,0.025779632,0.019103774,0
Southards Pond Park Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316585235,0.353169331,0,0.1388425,0,0,0,0,0,0,0.555063619,0,0.226440686,0,0,0,0,0,0,0,0.000132203,0.003301887,3
Southaven County Park,0,0,0,0,0,0,0,0.006095939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012080435,0.032987115,0,0,0,0,0,0,0,0,0,0.007665678,0,0,0,0,0.001101694,0.006603774,2
Southcreek Trail (18 Mile Creek ),0,0,0,0,0,0,0,0,0,0.180575417,0,0,0,0,0,0,0,0,0.137214034,0,0,0,0,0,0,0,0,0,0.076430784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008240669,0.00990566,2
Southwest Hunter Mountain via Spruceton Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022056632,0,0.279025356,0.113963089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076066229,0,0,0,0,0,0,0,0.025970592,0.016509434,4
Spanish Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055824883,0,0.562609331,0.32717731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01213332,0.012971698,4
Spectacle Pond Trail,0,0,0,0,0,0,0,0,0,0.210907044,0,0,0,0,0,0,0,0.33981215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123932867,0,0.109085417,0,0,0,0,0,0,0,0.004612424,0.007075472,4
Split Rock Mountian North Loop,0,0,0,0,0,0,0,0.041650998,0.071913521,0,0,0,0,0,0,0,0,0.070139325,0,0,0,0,0,0,0,0.02697547,0,0,0,0,0,0,0,0,0.037373116,0,0,0,0,0,0,0,0,0,0.016613541,0.015330189,2
Sprague Brook Park Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011881035,0,0.017212547,0,0,0,0,0,0.095453936,0.046280583,0,0,0,0,0,0,0,0.028415907,0,0.008093776,0.020283019,2
Sprain Ridge Mountain Bike Loop,0,0,0.036897262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132182081,0.338010423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003554798,0.005896226,4
Spring Run Trail,0,0,0,0,0,0,0,0,0,0.380113896,0,0,0,0,0,0,0,0.019259312,0,0,0,0.019718901,0,0.732753119,0,0,0,0,0,0,0,0,0,0,0.107978985,0,0,0,0,0,0,0,0,0,0.000528813,0.005188679,1
Springdale Farm Trail and Creek Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87933872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067926172,0.002409037,0.00754717,2
Spruce & Shackham Ponds Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065422885,0,0.024981548,0,0,0,0,0,0.089865175,0.028894897,0,0.051399371,0,0,0,0,0,0,0,0.014116368,0.015330189,2
Spruce Bog Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063130438,0,0.128067893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211238695,0,0,0,0,0.004715249,0.010377358,2
Spruce Pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055522857,0,0.030636635,0,0,0,0,0,0,0.063028051,0,0.062063169,0.015027381,0,0,0,0,0,0,0.008328804,0.010141509,2
Spruceton Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022093578,0,0,0,0,0,0,0,0,0,0,0.045893285,0,0,0,0,0,0,0,0,0,0,0.206334898,0,0,0,0.307935236,0.028467764,0.01509434,2
Star Field Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244117464,0.264003805,0,0,0,0,0,0,0,0,0,0,0.01074285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005155926,0.007075472,4
State Line Trail to 17A on the Appalachian Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060902272,0,0.100736114,0,0,0,0,0,0,0,0,0,0,0.115143174,0,0,0,0,0,0,0,0,0,0.082083462,0,0,0,0,0.02013896,0.016037736,2
Staten Island Greenbelt Trail,0.007913003,0,0,0,0,0,0,0,0,0.045748699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038320252,0,0.014584434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07962054,0.003995476,0.008018868,2
Staten Island Greenbelt White Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036163287,0.066678278,0,0.256604545,0,0,0,0,0,0,0,0,0,0,0,0,0.033463468,0,0,0,0,0,0,0,0,0,0,0,0,0.004377396,0.016745283,2
Sterling Forest Bare Rock Trail,0,0.004632306,0,0,0,0,0,0,0.042585847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039281734,0,0.114639365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018405629,0.018867925,2
Sterling Lake Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141959259,0,0.031615141,0,0,0,0,0,0.073287409,0.195157078,0,0.097221993,0,0,0,0,0,0,0,0.006551405,0.00990566,3
Sterling Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418321103,0,0,0,0,0,0,0,0,0,0,0,0,0.05092145,0,0,0,0,0,0,0,0,0,0,0.071782753,0,0,0,0,0.010840666,0.011320755,2
Sterling Ridge and Shore Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21169524,0.162737719,0,0,0,0,0,0,0,0,0,0,0.020781455,0,0.070540445,0,0,0,0,0,0,0,0,0,0,0,0,0.015129926,0.018160377,4
Sterling Valley  Bare Rock  and Sterling Ridge Trails Loop,0,0,0,0,0,0,0,0.034757068,0,0.045344935,0,0,0,0,0,0,0,0,0,0,0,0.018591492,0,0,0,0,0,0,0.010928927,0,0,0,0,0,0.339173177,0,0,0,0,0,0,0,0,0,0.015364954,0.018396226,3
Stevenson Trail,0,0,0,0,0,0,0,0,0,0,0.281403011,0,0,0,0,0,0,0,0,0,0,0.034524597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650177643,0,0,0.003466663,0.001650943,1
Stewart Lake & Indian Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380176134,0.227453003,0,0,0,0,0,0,0,0,0,0,0.003430188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919547,0.010613208,4
Stewart Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035262974,0,0,0,0,0,0,0.076117395,0,0,0,0,0,0.053394766,0,0,0,0,0.183189958,0,0,0,0,0.00274689,0.001886792,2
Stewart State Forest Bike Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062190471,0,0,0.227236252,0,0,0,0,0,0,0,0,0,0,0.026057457,0,0.091605777,0,0,0,0,0,0,0,0.052446424,0,0,0,0,0.011119761,0.035613208,2
Stewart State Forest Foot Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033898655,0,0.180174175,0,0,0,0,0,0.139835091,0.049271214,0,0.218523703,0,0,0,0,0,0,0,0.005772875,0.016509434,3
Stewart's Ledge Trail,0,0,0,0,0,0,0,0,0.11148037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785396684,0.13599137,0,0.060659044,0,0,0,0,0,0,0,0,0.186949535,0,0,0,0,0,0,0,0.003995476,0.003301887,3
Stid Hill Multiple Use Area Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377294772,0.1958864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049074806,0,0,0,0,0,0,0.070095136,0.009298295,0.008726415,4
Stiglmeier Park Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040094151,0,0.023955851,0.203863658,0,0.226261466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000866666,0.008726415,2
Stillwater Mountain Trail,0,0,0.008078074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114215631,0.142406529,0,0,0,0,0,0,0,0,0,0,0.017751086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007844059,0.004481132,2
Stillwell Woods Loop via Trail View,0,0,0,0,0,0,0,0.026125453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040156719,0.296719529,0,0,0,0,0,0,0,0,0,0.014123647,0,0,0,0,0.006742365,0.016273585,2
Stillwell Woods Trail,0,0,0,0,0,0,0,0,0,0,0,0,0.027373012,0,0,0,0.077880812,0,0.356817347,0,0,0,0,0,0,0,0,0,0,0.081943473,0,0,0,0,0,0,0,0,0,0.003842946,0,0,0,0,0.003466663,0.010141509,2
Stissing Mountain Full Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038607113,0,0,0.004609925,0,0.248545372,0,0.00449608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003613555,0.005188679,2
Stissing Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041111381,0,0,0,0,0,0,0,0.01316135,0,0,0.060965469,0,0,0,0,0,0,0,0,0,0,0.425912444,0,0,0,0,0.01329377,0.004245283,0
Stockbridge Mountain and Lake Nawahunta,0,0,0,0,0,0,0,0,0,0.055566097,0,0,0,0,0,0,0,0,0,0,0,0.063191221,0,0,0,0.079123878,0,0,0,0,0,0,0,0.077957478,0.130796951,0,0,0,0,0,0,0,0,0,0.011369479,0.012264151,2
Stone Quarry Hill Art Park,0,0,0.024615265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014021268,0.095242259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002071184,0.003301887,2
Stone Valley Trail,0,0,0,0,0,0,0,0,0,0.617710659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033654702,0,0,0,0,0,0,0,0.050125063,0.292874641,0,0,0,0,0,0,0,0,0.072676749,0.010693773,0.016981132,1
Stony Kill Falls,0,0,0,0.036463734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18791814,0.114379263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037556547,0.00331977,0.003537736,2
Stony Point Trail,0,0.100997202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033002721,0,0,0.126732895,0,0,0,0,0,0,0,0,0,0.009594446,0,0,0.040322819,0,0,0,0,0,0,0.001204518,0.010849057,2
Storm King Mountain via Storm King Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08097738,0,0,0,0.006717891,0.324710282,0,0.556823132,0.064181129,0,0,0.126714097,0,0,0,0,0,0.07073175,0,0,0,0,0.265387468,0,0,0,0,0.009107334,0.005424528,3
Storm King Mountain via Storm King Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08097738,0,0,0,0.006717891,0.324710282,0,0.556823132,0.064181129,0,0,0.126714097,0,0,0,0,0,0.07073175,0,0,0,0,0.265387468,0,0,0,0,0.016187552,0.00754717,3
Street Mountain and Nye Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02871139,0.011190871,0,0.005357796,0,0,0,0,0,0.026704912,0,0,0,0,0,0.014895254,0,0,0,0,0.038691482,0.019575472,2
Suffern - Bear Mountain from Gate Hill Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263738392,0.090203975,0,0,0,0,0,0,0,0,0,0,0.107927292,0,0,0,0,0,0,0,0,0,0.049307569,0,0,0,0,0.064808966,0.036084906,4
Suffern-Bear Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320473038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692349,0,0,0,0.067555098,0,0,0,0.06524924,0.074401046,0.049528302,4
Suffolk Greenbelt Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044781247,0,0,0.021612894,0,0,0,0,0,0.102663929,0.119183868,0,0,0,0,0,0,0,0.118404557,0,0.0058757,0.029716981,2
Sugar Creek Glen Falls,0,0,0,0,0,0,0,0,0,0.6833507,0,0,0,0,0,0,0,0,0,0,0,0.252371151,0,0,0,0,0,0,0.043433181,0,0,0,0,0,0,0,0,0,0,0,0,0.337483484,0,0,0.001204518,0.001179245,1
Sugarloaf Hill Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202248009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066949899,0.009151402,0.006603774,2
Sugarloaf Mountain Loop via Pecoy Notch and Mink Hollow Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216047195,0,0,0,0,0,0,0,0,0,0,0.099271753,0.046376719,0,0,0,0,0,0,0,0,0,0.082677921,0,0,0,0,0.031361546,0.015566038,2
Sunken Meadow Creek Trail,0,0,0,0,0,0,0,0,0,0.017201703,0,0,0,0,0,0,0,0.131570769,0,0,0,0,0,0,0,0,0,0.100360951,0,0,0,0,0,0.133445232,0,0,0.200040894,0,0,0,0,0,0,0,0.001968359,0.008490566,2
Sunken Meadow Trail,0,0.211937231,0,0,0,0,0,0,0.337499217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362517403,0.063703125,0,0,0,0,0,0,0,0,0.087093443,0,0,0,0,0,0,0,0,0,0.005581915,0.008726415,3
Sunset Rock Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394990957,0,0,0,0,0,0,0,0,0,0,0.040622229,0,0,0,0,0,0,0,0,0,0,0.0819082,0,0,0,0.157952998,0.015511847,0.009198113,4
Sutherland Pond Trail Loop,0,0,0,0,0,0,0,0.146302538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224877626,0.512845907,0,0,0,0,0,0,0,0,0,0.079092426,0,0,0,0,0.001924292,0.004009434,0
Swallow Hollow Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070748267,0.390324159,0,0,0,0,0,0,0,0,0,0,0.032519221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132203,0.002830189,4
T Lake Falls Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107675664,0.249370573,0,0.067229344,0,0,0,0,0,0,0.236339777,0,0,0,0,0.00850341,0,0,0,0,0.029055334,0.023584906,3
Table Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312014541,0,0,0,0,0,0,0,0,0,0,0.088326722,0,0,0,0,0,0,0,0,0,0,0.12887618,0,0,0,0.051668539,0.044038368,0.02004717,4
Table Rock Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073968997,0,0.199982307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137482767,0,0,0,0,0,0,0,0,0,0,0,0.106466971,0.002497172,0.003537736,2
Table Rocks Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031819737,0,0,0,0,0,0,0,0,0,0,0.078646713,0,0,0,0,0,0,0,0,0,0,0.380033272,0,0,0,0,0.00625762,0.008018868,0
Table Top Mountain via Van Hoevenberg Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080374046,0,0,0,0,0,0,0,0,0,0,0.131166034,0,0,0,0,0,0,0,0,0,0,0.131299447,0,0,0,0.061610114,0.036914083,0.023584906,2
Taconic Crest Trail to White Rock and Snow Hole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408026183,0,0,0,0,0,0,0,0,0,0,0.056311369,0.137068489,0,0,0,0,0,0,0,0,0,0.16361432,0,0,0,0,0.012853093,0.014150943,4
Taconic-Hereford Perimeter Loop,0,0,0,0,0,0,0.057222671,0,0,0,0,0,0,0,0,0,0,0.764401002,0.239944583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051176755,0.00900451,0.014386792,4
Tallman Mountain Hudson River Overlook Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29883542,0.048171134,0,0.005320659,0,0,0,0,0,0,0.039494439,0,0.032354468,0,0,0,0,0,0,0,0.005772875,0.010141509,3
Tanbark Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424711518,0,0,0,0,0,0,0,0,0,0,0.08094607,0,0,0,0,0,0,0,0,0,0,0.146591075,0.053668308,0,0,0,0.010253096,0.00495283,4
Tanglewood Nature Center - Personius Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107615275,0,0,0,0.1407375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002453105,0.003066038,2
Tannery Creek Falls (6 falls),0,0,0,0,0,0,0,0.011919557,0,0.582431532,0.018183554,0,0,0,0,0,0,0,0,0,0,0.073416848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726233804,0,0,0.001733331,0.001650943,1
Target Rock National Wildlife Refuge Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054380047,0,0.059446897,0,0,0,0,0,0.169798535,0.048338986,0,0.109632564,0,0,0,0,0,0,0,0.000763841,0.00259434,2
Taughannock Falls via Gorge Trail,0,0,0,0,0,0,0,0.052883367,0,0.22646945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125479846,0,0,0,0,0,0,0,0,0,0,0,0,0.701978894,0,0,0.003466663,0.004716981,1
